,genre,title,artist,lyric
83,발라드,가지마 가지마,Brown Eyes,"우리 함께했던 날들
그 기억들만 남아
너를 지워야만 내가 살 수 있을까
우리 함께했던 날들
자꾸만 너 떠올라
너를 보내야만 내가 살 수 있을까
가지마 떠나지마 제발
가지마 사랑하잖아
가지마 나 혼자 남겨두고
제발 제발 제발
가지마 가지마 가지마
아직 너를 위해 바보처럼
살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아 이제 그만
내게 돌아와줘 장난처럼
그렇게 돌아와
항상 너만을 위해서
살아가고 싶지만
때론 그 사랑마저도
힘이 들잖아
가지마 떠나지마 제발
가지마 사랑하잖아
가지마 나 혼자 남겨두고
제발 제발 제발
가지마 가지마 가지마
아직 너를 위해
바보처럼 살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아
이제 그만 내게 돌아와줘
장난처럼 그렇게 돌아와
아프고 아플만큼 지치고 지칠만큼
지워봐도 참아봐도 니가 떠올라
너도 나처럼 아프잖아
너도 나처럼 힘들잖아
돌아와 내게로 잊지 못할 
내 사람아
아직 너를 위해 바보처럼 
살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아
이제 그만 내게 돌아와줘
장난처럼 그렇게
oh baby 내 사람아
이제 그만 내게 돌아와줘
그때처럼 그렇게 돌아와
"
84,발라드,Rain Drop,아이유,"소나기가 내려온다
내 머리위로 갑자기
말도 없이 젖어버리겠네
추억이 흘러 내린다
따라 눈물도 흐른다 바보처럼
집에가는길 아직도 멀기만한데
우산도 없이 감기걸릴것만 같아
이 길이 너에게로
돌아갈수 있는 길이면
젖어도 좋은데
Oh Rain Drop Oh Rain Drop
사랑이 참 모자라구나
Oh Rain Drop Oh Rain Drop
사랑은 저 빗방울처럼
모두 까맣게 잊어버리고
젖어 버리고선
아파하는 감기같은 걸까요

지난 여름날 햇살아래 짜증내고
뒤돌아 서버린 내 어리석음
예전처럼 우산을 들고
서있는 너를 본다면
참좋을 것같아
Oh Rain Drop Oh Rain Drop
사랑이 참 모자라구나
Oh Rain Drop Oh Rain Drop
사랑은 저 빗방울처럼
모두 까맣게 잊어버리고
젖어 버리고선
아파하는 감기같은 걸까요
쉽게 내쳐버린 말
야속했던 얘기로
많이 상처받았을 네가슴 이지만
오 아직도 내가 있다면
그안에 내가 있다면
젖은 발로 달려가고만 싶어
oh rain drop oh rain drop
사랑이 참 모자라구나
oh rain drop oh rain drop
사랑은 저 빗방울처럼
정말 까맣게 잊어버리고
젖어 버리고선
아파하는 감기같은 걸까요
그런 못된 감기같은 걸까요
내사랑은 항상 왜 이럴까요
 
"
85,발라드,"Officially Missing You, Too","소유 (씨스타), 긱스","애써 너에게 건냈던 말 good bye
이젠 혼자 남게된 이 밤 without you
난 아직도, I'm officially 
missing you
널 기다리던 밤처럼
길고 어둡던 우리 사이 공백
이게 끝이 아니길 바래
I wanna go back
너가 원하던 거
다 고친 지금에야
넌 어디로 갔는지
난 홀로 남아 lonely
오늘 따라 부는 바람도
참 시린 것 같은데
넌 왜이리 멀쩡해 보이는 건지
눈치도 없는 너지만
예전처럼만 웃어주면 돼
Ooo can't nobody do it like you
Said every little thing you do
Hey baby say it
stays on my mind
And I I'm officially missing you
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
too hard 너무 어려워
날 몰라주는 너도 서러워
I'm officially missing you
officially missing you
yeah I'm officially missing you, too
내가 아무 말도 하지 못한 이유
우리 사이 공백은 너무 길고
어떤 단어보다 너가 meaningful
on another round
더 멀어져 가며 흘러가는
어색했던 오늘 하루가
내겐 아쉽고 어제로 남아있어
이 밤이 지나도 아직도 여기 있어
여전히 내 머릿속 너 때문에
늘 뒤척거리는 매일 밤 
내 마음만 더 지쳐가
가로등 불은 거릴 비춰
흔들거리는 속을 변기 위에 비워
어 아무리 속을 비워도
남은 추억으로 취해 어지럽고
girl 난 아직 기댈 곳이 필요해
so 이 노래로 너를 씻어내
습관처럼 그리워해
날 보며 웃는 니 사진을
내 두 눈에 담고 미소를 지으면
다시 할 수 있을까 oh 그날처럼
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
추억 속 너에겐 못된 일이라
난 할 수가 없어
이렇게 널 그리워하는 날
알고 있는지
나에겐 너 하나뿐인 걸
너 땜에 아파하는 걸
널 잊으려고 노력해봐도 잘 안돼
널 미워하는 건
too hard 너무 어려워
날 몰라주는 너도 서러워
I'm officially missing you
officially missing you
can't nobody do it like you
Said every little thing you do
Hey baby say it
stays on my mind
And I
I'm officially missing you
"
86,발라드,발자국,먼데이키즈 (MondayKiz),"한 발자국을 못 가 멈춘
다시 한 발자국 못가 멈춘
몇 걸음 다시 떼다
멈춘 가슴이 울다
떠나간 니 발자국 따라 몇 번 울다
또 다시 멈춘 채로 몇 번 울다
도대체 나는 몇 번이나 울다
눈에는 또 눈에는
눈물이 가득차서 흐르다가
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내

토라져버린 맘을 돌려 너를 보다
또 다시 고갤 돌려 너를 보다
이렇게 너를 몇 번이나 보다
끝내도 또 끝내도
내 발이 내 마음이 그댈 찾아
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내
아니라고 잊었다고
아픔을 참고 보내도
그리운 맘에 발길이
돌아서도 못가고
애타게 그 이름을
불러도 모르잖아

한사람은 외로워
두사람으로 영원히 함께 하자고
손가락이 했던
그 약속도 여전히 못 잊어서
또 다시 한글자를 내뱉고
두글자에 난 사랑을 말하네
너를 두고 너를 두고 내가 간다
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내
 
"
87,발라드,안녕 나의 사랑,성시경,"여름 냄새 벌써 이 거리에
날 비웃듯 시간은 흐르네
눈부신 햇살 얼굴을 가리면
빨갛게 손끝은 물들어가
몰래 동그라미 그려놨던
달력 위숫자 어느덧 내일
제일 맘에 드는 옷 펼쳐놓고서
넌 어떤 표정일까 나 생각해
해맑은 아이 같은
그대의 눈동자 그 미소가
자꾸 밟혀서 눈에 선해
한숨만 웃음만
그대 힘겨운 하루의 끝
이젠 누가 지킬까
누가 위로할까
내 턱끝까지 숨이 차올라
내 머리 위로 바람이 불어온다
온 힘을 다해 나는 달려간다
이게 마지막 선물이
될지도 몰라
눈물이 흘러 아니 내 얼굴
가득히 흐르는 땀방울
늘 그랬듯이 아무렇지 않게
웃으며 안녕
나의 사랑 그대 미안해

하루에도 몇 번씩 나눴던
잘잤어 보고싶다는 인사
그리울 때면 꺼내볼 수 있게
하나하나 내 마음에 담곤해
해맑은 아이 같은
그대의 눈동자 그 미소가
자꾸 밟혀서 눈에 선해
한숨만 웃음만
그대 힘겨운 하루의 끝
이젠 누가 지킬까
누가 위로할까
내 턱끝까지 숨이 차올라
내 머리 위로 바람이 불어온다
온 힘을 다해 나는 달려간다
이게 마지막 선물이
될지도 몰라

어떻게 어떻게 그대없는
내일 아침은 난 겁이 나요
수많은 밤들 견딜 수 있을까
웃으며 안녕
길 건너 멀리 니가 보인다
지루했나봐 발끝만 바라보네
온 힘을 다해 나는 달려간다
이제 마지막 인사가
될지도 몰라
눈물이 흘러 아니 내 얼굴
가득히 흐르는 땀방울
나 없을 때 아프면 안돼요
바보처럼 자꾸
괜찮을거야 잘 지내요
그대 안녕
 
"
88,발라드,미워도 사랑하니까,다비치,"사랑을 선물했더니
이별을 주려하다니
이런 사람이었니
너 왜 이렇게 못됐니
나만 사랑한다면서
우리 사랑 모두 거짓말이니
니가 내게 이럴 줄 몰랐어
여자의 마음을
왜 이렇게 모르니
정말 알다가도 모르는
남자들의 마음을
도대체 알수가 없어
너는 내 남자이니까
니가 내 사랑이니까
다 미안해
다 이해해
헤어지지 말자
밤 늦도록 술 마신다고
담배 좀 그만 피라고
귀찮은 잔소리도 하지 않을게
미워도 사랑하니까

성격이 조금 급하고
속이 좁은 여자란 걸 알잖아
고치려고 노력도 해볼게
화장기가 없는
맨 얼굴을 좋아한 너
화장이 진한 것 같아
거울을 보다가
눈물로 다 지웠어
너는 내 남자이니까
니가 내 사랑이니까
다 미안해
다 이해해
헤어지지 말자
주말에 영화 보자고
늦으면 전화하라고
귀찮은 잔소리도 하지 않을게
미워도 사랑하니까
도대체 니가 얼마만큼
잘난 놈이길래
왜 이렇게 대체
내 마음을 몰라주는데
날 아프게 하는데

늦어도 괜찮으니까
좀 늦어도 괜찮으니까
꼭 돌아온단 약속만 해줘
미워도 사랑하니까
미워도 사랑하니까
아파도 사랑하니까
너는 내 남자이니까
니가 날 안아줘야 해
모든 걸 다 알면서도
속고 또 속아주는게
여자의 마음인 걸 모르니
아파도 사랑하니까
미워도 사랑하니까
 
"
89,발라드,슬픔활용법,김범수,"잊은 듯이 다 나아진 듯이
마음 잔잔하게 살아가다가
문득 아무 이유 없이
모래를 삼킨 듯이
가슴이 먹먹한 날이 있지
창피하게 또 눈물이 나서
하늘을 보며 꾹 참아 보다가
내가 왜 이러는 걸까
고개 저어 봐도
결국엔 너의 생각만 나면
너 때문에 이렇게 산다고
너 때문에 못쓰게 된 나라고
바보처럼 너를 미워할
핑계를 찾곤 했어
슬픔이 너를 멀리로 데려가 주길
그때처럼 웃어 본 적 없어
세상이 마냥 좋은 적 없었어
눈부신 니가 없어서 앞을 못 본다고
떠나간 너를 탓할 때마다
너 때문에 내가 살았는데
너 때문에 너무 행복했는데
어떻게 목숨 같은 너를
그렇게 울렸냐고
오히려 슬픔은 또 너를 데려와
너 때문에 이렇게 산다고
너 때문에 못쓰게 된 나라고
바보처럼 너를 기억할
핑계를 찾고 있어
아직도 나는 이별도 못하고 살아
"
90,발라드,내 입술... 따뜻한 커피처럼,Sharp,"If you've ever biin in love before 
I know you feel this beat 
If you know it Don't be shy 
and sing along 
울지마 이미 지난 일이야 
삶의 반직선 위에 점일뿐이야 
살아가면서 누구나 겪는일이야 
어른이 되는 단지 과정일뿐야 
yo 단지 과정일뿐야 
제발 이러진 말아요 
끝이라는 얘기 
나는 항상 시작인걸요 
그대 사랑하는 마음 
점점 커져가고 있는 날 
잘 알잖아요 
네가 밟고 걷는 땅이 
되고 싶던 난 
잠시라도 네 입술 따뜻하게 
데워 준 
커피가 되어주고 싶었던 난 
아직도 널 울리고 있을거야 
아마도 난 
사랑해 사랑하는 마음말고 왜 
이렇게도 너무 필요한 게 
많은건지 왜 
지금 널 만나지 않아도 널 
울리고 있을 
내가 나는 왜 이리도 싫은건지 
나를 많이 알잖아요 그대 
사랑하며 
나를 모두 버렸다는 걸 
혼자 울며 걷는 나를 
모르나요 그러니 제발 
이러지 마요 
hey girl can you please 
tell me why 
no why no you don't have 
to lie 
and it hurts me in side 
but I want you to know 
I'll be waiting 
그래 어느 하늘아래 안에 
작은 내 사랑 
이젠 나의 사랑한단 말도 
의미도 잠시 넌 
우리의 힘들었던 지나간 
나의 넌 기리 위리 
우리의 기리 위리 돌릴 
수 없는 우리 
I know 이제는 돌리지 
못할 거란 걸 
you know 아니 너를 
사랑한단 걸 
오래 전 노래처럼 오래오래 
널 간직할래 
그래 너만을 위한 나의 
사랑은 이래 
remember I miss you 
난 하지만 행복해 이젠 넌 잘 
할 수 있을께 
네가 연습이 힘들었던 만큼 
다음엔 꼭 나 같은 
남자 피해갈테니 
자상하고 부드럽고 따뜻한 
남자였음 좋겠어 
너의 부모님 마음 충분히 
만족시켜 드리고 
편하게 해드릴 수 있는 단 
한 방울의 눈물없이 
단 한 번의 아픔없이 상처없이 
너무 편안한 사랑을 
했음 좋겠어 
꿈에서라도 싫어요 
떠나지 말아요 
나는 죽을지도 몰라요 
이대로 행복한걸요 모르겠나요 
아무것도 바라지 않아 
지나간 사랑으로 날 
그대의 추억 속에서 살게 
할건가요 
사랑은 계속 커져갈텐데 
이대로 나를 정말 보낼건가요 
울지마 이미 지난 일이야 
버틸 수 없을만큼 힘들겠지만 
삶의 반직선 위의 점일뿐이야 
어느 때보다도 긴 시간이겠지만 
살아가면서 누구나 겪는일이야 
쉽게 받아들일 수는 없겠지만 
어른이 되는 단지 과정일뿐야 
yo 단지 과정일 뿐야
"
91,발라드,보고싶은 날엔..,박지헌,"너를 보고싶은 날엔

멋지게 그대를 놓았죠
이렇게 아무렇지 않게
수백번 지우고 다짐을 해도
애써 남는건 아쉬움뿐
그렇게 그대를 떠나갔죠
정말 난 바보처럼 그대를 몰라
처음봤던 그 모습처럼
가슴이 떨리다가
너를 보고싶은 날엔
눈물나는 날엔
가슴뛰는 날엔
그리운 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
어쩌다 니 소식 듣게되고
혹시나 너도 가끔 그리워할까
너무나 변했어 지금의 우리
추억도 별이되고
너를 보고싶은 날엔
눈물나는 날엔
가슴뛰는 날엔
그리운 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
고마웠단 말에
미안했단 말에
사랑했단 말에
서툴던 맘에
돌아갈 수 없는
시간이 널 부를 때면
정말 너무나 그리워
눈을 떠봐도
보이는게 너 하나 뿐인데
무심코 거울을 보다
우리 처음 만났던 그 시간이
자꾸 스쳐 지나가고
다시 널 볼수있을까
너를 보고싶은 날엔
많이 생각나는 날엔
반쪽같은 날엔
울고싶은 날엔
아프던 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
고마웠단 말에
미안했단 말에
사랑했단 말에
서툴던 맘에
돌아갈 수 없는
시간이 널 부를 때면
정말 너무나 그리워
 
"
92,"발라드, 국내드라마",너무 보고싶어,어쿠스틱 콜라보,"혼자 이별을 하고 
가버리면 난 어떡하라고
너 없는 하루를 살아보고 
너 없는 채로 잠들어본다
잊을 수 있다고 다짐을 해 보고
다 잊은 척 웃어도 보고
별일 아닌 듯 혼자 영화도 보고 
너의 빈자리 채워 본다
가끔 보고 싶어 견디기 힘들면
나 하루 종일 너를 찾아 헤매보고
손잡고 걷던 거리에 우두커니 서서
혹시 니가 올까 가슴 설레 본다
잘 살 수 있다고 다짐을 해 보고
태연한 척 웃어도 보고
드라마처럼 혼자 취해도 보고
널 잊으려고 하면 할수록
너무 보고 싶어 견디기 힘들어
비틀거리며 너를 또 찾아 헤매고
나란히 걷던 이 길에 나만 혼자 
남아 눈물 삼키면서 너를 기다린다 
날 그토록 사랑해주던 
너란 사람은 어디까지 간거니
너무 보고 싶어 견디기 힘들어
오늘따라 난 니가 너무 보고 싶어
나 술에 취한 채 추억에 취한 채
비틀거리면서 너를 기다린다
다시 너를 기다린다
"
93,발라드,My Love,이승철,"사랑해 그 말은 무엇보다 아픈 말 
숨죽여서 하는 말 
이젠하기 힘든 말 
Oh 햇살이 밝은 아침보다 
밤의 달빛이 어울려요 
이별의 그 입맞춤 
잠시 접어둔 채 이대로 이렇게 
힘껏 안아줄께 널 그리고 말할께 
나 이렇게 너를 외치면서 
My Love 
넌 보지 못할 내 마지막 눈물 
힘껏 안아줄께 널 그리고 보낼께 
나 또 한번 너를 외치면서 
My Love 
넌 듣지 못할 사랑한단 내 말 
괜찮아 그 말은 안쓰러운 거짓말 
애쓰면서 웃어도 
우린 그저 눈물만 
Oh 햇살이 밝은 아침보다 
밤의 달빛이 어울려요 
이별의 그 입맞춤 
잠시 접어둔 채 이대로 이렇게 
힘껏 안아줄께 널 그리고 말할께 
나 이렇게 너를 외치면서 
My Love 
넌 보지 못할 내 마지막 눈물 
힘껏 안아줄께 널 그리고 보낼께 
나 또 한번 너를 외치면서 
My Love 
넌 듣지 못할 사랑한단 내 말 
힘껏 안아줄께 널 그리고 말할께 
나 이렇게 너를 외치면서 
My Love 
넌 보지 못할 내 마지막 눈물 
힘껏 안아줄께 널 그리고 말할께 
나 이렇게 너를 외치면서
My Love 
넌 듣지 못할 사랑한단 내 말
My Love
"
94,발라드,러브119 (Feat. MC몽),케이윌,"내 심장이 내 사랑이 멈출 것 같아도

나 지금 아파 열이나 숨도 못 쉬어
멍든 가슴은 니 이름만 외쳐
I Can't Believe That It's Over
너라는 여자 남에게는 못 줘
내 사랑은 단 하루도 못 쉬어
내 가슴은 너 없이는 못 뛰어
너 없이는 뭘 할 수 있겠어
I Can't Believe that it's over
I can't never let you go
That you why you got to know
지쳐 쓰러질 때까지 나
사랑을 원하고
이젠 제발 날 사랑해줘
하나뿐인
Girl Friend Let's begin
다시 시작해 Till the end
널 사랑해 세월이 지나도
널 사랑해 세상이 변한대도
다른 누구도 널 대신 할 수 없어
너도 알고 있잖아
내 사랑은 단 하루도 못 쉬어
너 없이 난 한 순간도 못살아
니가 있어야만 난 숨을 쉬어
영원히 언제까지나 사랑해
Please 내 사랑은 Emergency
돌아와
Give me one more chance to me
우린 떼어낼 수 없는 Meant to be
Please 내 사랑은 Emergency
돌아와
Give me one more chance to me
우린 떼어낼 수 없는 Meant to be
제발 나만 선택해 Make it Hot
우리 사랑이 불타 버리게
너를 못 보는 것보다
차라리 담배를 끊는 게 편해
이젠 제발 날 사랑해줘
하나뿐인
Girl Friend Let's begin
다시 시작해 Till the end
널 사랑해 세월이 지나도
널 사랑해 세상이 변한대도
다른 누구도 널 대신 할 수 없어
너도 알고 있잖아
내 사랑은 단 하루도 못 쉬어
너 없이 난 한 순간도 못살아
니가 있어야만 난 숨을 쉬어
영원히 언제까지나 사랑해
심장이 멈출 것 같아도
내 사랑 너와 나 이대로
고마워 날 사랑해 줘서
고마워 날 웃게해 줘서

내 심장이 내 사랑이 멈출 것 같아도
나의 눈이 아닌
내 가슴으로 하는 말 언제까지나
널 사랑해 십 년이 지나도
그대 밤을 비추는 저 별처럼
다시 한번 태어나더라도
그렇게 난 그대만을 사랑해
Back Back I want it back
힘이 될 사랑을 지켜줘
You you you got to know
너만을 위해
I need your Love
Back Back I want it back
힘이 될 사랑을 지켜줘
You you you got to know
너만을 위해
I need your Love
 
"
95,발라드,한번 더 이별,성시경,"뒤돌아 보면 너의 생각을
떠올린 게 언제였더라
숨 가쁘게 사는 건 무디게 했어
끝나지 않을 것만 같던 그리움
모른 척 너란 사람
묻어주던 친구들은
이제는 슬며시 네 안부 전하고
이젠 떨리지 않아
침착히 고개 끄덕인
나의 모습은 널 잊은 걸까
다시 못 보는 너
남의 사람인 너 견디기엔
미칠 것만 같던
이별의 그날들이 떠나가요
추억 너머 그저 기억으로만
지나간 사람으로만
이제는 너라고 말하지 않겠어요
그 어디에 살더라도
제발 나쁜 안부 안 들리게
뒤돌아 보면 그대 추억이 
사라지면 비어 버리는
나의 계절들이 맘에 걸려도
그리움 멈추는 게 나는 좋아요
못 본 척 나의 눈물
가려 주던 친구들은
이제는 웃으며 그 얘길 꺼내고
나도 웃음으로
받아 줄 수 있었던 오늘
우리 한 번 더 이별할까요
다시 못 볼 그대
남의 사람 그대 견디기엔
미칠 것만 같던
이별의 그날들이 떠나가요
추억 너머 그저 기억으로만
지나간 사람으로만
이젠 그대라고도
말하지 않겠어요
이제서야 안녕
한 번도 안했던 말 안녕
다시 올 것 같던
나 혼자만의 오랜 기대였던
그 날들이 내겐 필요 했어요
많은 걸 깨닫게 했던 그 이별을
난 한번 더 오늘 할게요
그 어디에 살더라도
제발 나쁜 안부 안 들리게
"
96,발라드,좋은사람,박효신,"좋은사람

준비없이 비를 만난것처럼
아무말 못한채 너를 보낸뒤에
한동안 취한 새벽에 잠을 청하며
너를 그렇게 잊어보려했어
시간이가도 잊혀지지 않는 널 
생각하면서 깨달은게있어
좋은사람 사랑했었다면
헤어져도 슬픈게 아니야
이별이 내게 준것은
곁에 있을때 보다
너를 더욱 사랑하는 맘
셀수없이 많은 날을 울면서 
힘든가슴을 보이지 않았던 널
끝내 날 나쁜남자로 만들었던 널
어떻게든 미워하려했어
어떤말로도 미워할수없는 널 
생각하면서 깨달은게있어
좋은사람 사랑했었다면
헤어져도 슬픈게 아니야
이별이 내게 준것은
조금 멀리떨어져  
너를 헤아릴수 있는 맘
늦었겠지만 너의 맘 아프게했던
바보같은 날 용서해줘
단 한번만 허락해준다면
나를 믿고 돌아와준다면
언제나 말하곤했던
그런 사람이되어
너를 지켜주고싶은데
다시 돌아올순 없겠니
"
97,발라드,잘가요 내사랑,에이트,"안녕 잘 지내니
귀엽던 니 얼굴은 예전과 같은지
조금 늦은 안부
늦은 이별을 담아 쓴다
뜬금없이 웬 편지냐고  
묻진 않을지
메시지 미니 홈피 흔한데 굳이
펜을 드는 건 혹시나
내 맘 다 못 전할까봐
다른 방법으론
역시나 안 될 거 같아
힘겹더라 많이 사랑했던 터라
뭐 하나 하나
내 뜻대로 되는 게 없더라
그만 널 괴롭혀라
스스로 다짐하고
죽은 듯 기다려도
니가 오는 건 아니더라
잘가요 내 사랑
이젠 보내줄게요
기억 추억 모두 잊을게요
지우고 지워서 사랑 한 점도
비워 낼게요 내 맘에서
한 번 단 한번만 널
다시 보게 되면 얼마나 좋을까
이런 더딘 미련
눈물도 모두 지우련다
몸이 멀어지면
마음도 멀어진단 말
하나도 내겐 소용 없더라
다 거짓말
하루 하루 갈수록 초췌해지는
내가 안쓰러 돌아갈 순 없을까
매일을 물어 내게 스스로
애타는 내 맘을
쥐어짜내 소리쳐 봤자
네겐 들리지가 않는다
추억의 끝에서야
이별을 깨달은 후에야
내 맘에서 널 보낸다 안녕
잘가요 내 사랑
이젠 보내줄게요
기억 추억 모두 잊을게요
지우고 지워서 사랑 한 점도
비워 낼게요 내 맘에서
더 시간이 지나면
너를 잊을 줄 알았는데
다시 또 다시 내 맘속에 찾아와
안돼요 내 사랑 보낼 수가 없네요
그댈 그댈 잊어야 하는데
지우고 지워도 내겐
또 그대 뿐인가봐요
미안해요
"
98,발라드,너를 위해,임재범,"어쩜 우린 복잡한 인연에 
서로 엉켜있는 사람인가봐 
나는 매일 네게 갚지도 못할만큼 
많은 빚을 지고 있어 
연인처럼 때론 남남처럼 
계속 살아가도 괜찮은 걸까 
그렇게도 많은 잘못과 잦은 이별에도 
항상 거기 있는 너 
날 세상에서 제대로 살게해 줄 
유일한 사람이 너란걸 알아 
나 후회없이 살아가기 위해 
너를 붙잡아야 할테지만 
내 거친 생각과 불안한 눈빛과 
그걸 지켜보는 너 
그건 아마도 전쟁같은 사랑 
난 위험하니까 사랑하니까 
너에게서 떠나줄꺼야 

날 세상에서 제대로 살게해 줄 
유일한 사람이 너란걸 알아 
나 후회없이 살아가기 위해 
너를 붙잡아야 할테지만 
내 거친 생각과 불안한 눈빛과 
그걸 지켜보는 너 
그건 아마도 전쟁같은 사랑 
난 위험하니까 사랑하니까 
너에게서 떠나줄꺼야 
너를 위해 떠날꺼야

"
99,"발라드, 국내드라마",가슴 아파도,환희,"오늘 하루도 열두번도 더
내 마음이 다녀오네요
그대가 내게 위험하대도
이젠 멈출 수가 없어요
종일 그려도 내일에 쓸 그리움 
어제처럼 다시 남아서
가슴 아파도 나 이렇게 웃어요
내 눈이 행복한 건 처음이니까
삼킨 눈물에 맘이 짓물러가도
그대라면 난 괜찮아요
외로울수록 눈물날수록
알 수 없는 힘이 생겨요
슬픔에 지치면 미움에 다치면
그댈 잃을지도 몰라요
알고 있나요 내 기다림이 훨씬
삶보다 더 길다는 것을
가슴 아파도 나 이렇게 웃어요
내 눈이 행복한 건 처음이니까
삼킨 눈물에 맘이 짓물러가도 
그대라면 난 괜찮아요
두번 다신 그댈 볼 수 없다면
아무것도 못보게 될텐데
눈을 뜨고도 감은 것처럼
어둠 속을 걷게 될 텐데
안고 싶어요 사랑하고 싶어요
내 품이 닳아 없어지는 날까지
남은 소원을 다 버려도 좋으니
내겐 단 한사람만
오직 이 한소원만
그대라면 난 감사해요
"
